cell_id,cell_lat,cell_lon,centroid_lat,centroid_lon
16.7_74.0,16.7,74.0,16.75,74.05
9.600000000000001_76.5,9.600000000000001,76.5,9.650000000000002,76.55
17.6_75.3,17.6,75.3,17.650000000000002,75.35
9.200000000000001_76.9,9.200000000000001,76.9,9.250000000000002,76.95
8.5_77.30000000000001,8.5,77.30000000000001,8.55,77.35000000000001
11.200000000000001_76.7,11.200000000000001,76.7,11.250000000000002,76.75
15.9_73.60000000000001,15.9,73.60000000000001,15.950000000000001,73.65
9.1_76.7,9.1,76.7,9.15,76.75
14.4_74.3,14.4,74.3,14.450000000000001,74.35
9.0_76.60000000000001,9.0,76.60000000000001,9.05,76.65
8.8_76.5,8.8,76.5,8.850000000000001,76.55
11.700000000000001_75.9,11.700000000000001,75.9,11.750000000000002,75.95
15.100000000000001_74.10000000000001,15.100000000000001,74.10000000000001,15.150000000000002,74.15
17.0_74.8,17.0,74.8,17.05,74.85
14.100000000000001_75.10000000000001,14.100000000000001,75.10000000000001,14.150000000000002,75.15
12.3_77.10000000000001,12.3,77.10000000000001,12.350000000000001,77.15
13.600000000000001_74.9,13.600000000000001,74.9,13.650000000000002,74.95
14.0_75.0,14.0,75.0,14.05,75.05
9.600000000000001_76.4,9.600000000000001,76.4,9.650000000000002,76.45
13.3_74.9,13.3,74.9,13.350000000000001,74.95
11.5_76.60000000000001,11.5,76.60000000000001,11.55,76.65
11.5_76.5,11.5,76.5,11.55,76.55
12.0_76.60000000000001,12.0,76.60000000000001,12.05,76.65
12.4_75.2,12.4,75.2,12.450000000000001,75.25
13.5_74.7,13.5,74.7,13.55,74.75
10.8_76.80000000000001,10.8,76.80000000000001,10.850000000000001,76.85000000000001
12.600000000000001_75.0,12.600000000000001,75.0,12.650000000000002,75.05
12.700000000000001_75.8,12.700000000000001,75.8,12.750000000000002,75.85
10.8_76.60000000000001,10.8,76.60000000000001,10.850000000000001,76.65
9.200000000000001_76.5,9.200000000000001,76.5,9.250000000000002,76.55
12.9_75.5,12.9,75.5,12.950000000000001,75.55
10.8_76.7,10.8,76.7,10.850000000000001,76.75
12.5_75.0,12.5,75.0,12.55,75.05
10.100000000000001_76.9,10.100000000000001,76.9,10.150000000000002,76.95
11.100000000000001_77.10000000000001,11.100000000000001,77.10000000000001,11.150000000000002,77.15
16.1_73.60000000000001,16.1,73.60000000000001,16.150000000000002,73.65
9.4_77.2,9.4,77.2,9.450000000000001,77.25
11.3_76.60000000000001,11.3,76.60000000000001,11.350000000000001,76.65
12.100000000000001_75.4,12.100000000000001,75.4,12.150000000000002,75.45
12.3_75.10000000000001,12.3,75.10000000000001,12.350000000000001,75.15
13.8_74.60000000000001,13.8,74.60000000000001,13.850000000000001,74.65
17.1_73.4,17.1,73.4,17.150000000000002,73.45
13.700000000000001_75.7,13.700000000000001,75.7,13.750000000000002,75.75
12.600000000000001_76.60000000000001,12.600000000000001,76.60000000000001,12.650000000000002,76.65
10.700000000000001_76.80000000000001,10.700000000000001,76.80000000000001,10.750000000000002,76.85000000000001
16.8_74.0,16.8,74.0,16.85,74.05
14.700000000000001_76.3,14.700000000000001,76.3,14.750000000000002,76.35
9.4_77.10000000000001,9.4,77.10000000000001,9.450000000000001,77.15
9.0_76.7,9.0,76.7,9.05,76.75
16.400000000000002_73.9,16.400000000000002,73.9,16.450000000000003,73.95
10.3_76.4,10.3,76.4,10.350000000000001,76.45
11.3_76.9,11.3,76.9,11.350000000000001,76.95
12.9_75.3,12.9,75.3,12.950000000000001,75.35
11.4_76.80000000000001,11.4,76.80000000000001,11.450000000000001,76.85000000000001
10.600000000000001_76.0,10.600000000000001,76.0,10.650000000000002,76.05
12.100000000000001_75.2,12.100000000000001,75.2,12.150000000000002,75.25
12.5_75.3,12.5,75.3,12.55,75.35
13.0_75.7,13.0,75.7,13.05,75.75
12.4_75.0,12.4,75.0,12.450000000000001,75.05
11.200000000000001_76.60000000000001,11.200000000000001,76.60000000000001,11.250000000000002,76.65
14.100000000000001_74.8,14.100000000000001,74.8,14.150000000000002,74.85
8.5_77.0,8.5,77.0,8.55,77.05
8.700000000000001_76.60000000000001,8.700000000000001,76.60000000000001,8.750000000000002,76.65
8.9_76.60000000000001,8.9,76.60000000000001,8.950000000000001,76.65
16.7_74.5,16.7,74.5,16.75,74.55
10.0_77.2,10.0,77.2,10.05,77.25
16.7_74.4,16.7,74.4,16.75,74.45
16.6_74.5,16.6,74.5,16.650000000000002,74.55
13.100000000000001_75.4,13.100000000000001,75.4,13.150000000000002,75.45
15.4_75.4,15.4,75.4,15.450000000000001,75.45
14.200000000000001_74.8,14.200000000000001,74.8,14.250000000000002,74.85
13.3_77.10000000000001,13.3,77.10000000000001,13.350000000000001,77.15
14.600000000000001_75.60000000000001,14.600000000000001,75.60000000000001,14.650000000000002,75.65
14.600000000000001_74.5,14.600000000000001,74.5,14.650000000000002,74.55
10.5_76.60000000000001,10.5,76.60000000000001,10.55,76.65
12.8_75.60000000000001,12.8,75.60000000000001,12.850000000000001,75.65
12.200000000000001_77.0,12.200000000000001,77.0,12.250000000000002,77.05
13.200000000000001_75.4,13.200000000000001,75.4,13.250000000000002,75.45
14.0_74.5,14.0,74.5,14.05,74.55
9.3_76.3,9.3,76.3,9.350000000000001,76.35
9.9_76.4,9.9,76.4,9.950000000000001,76.45
14.3_75.7,14.3,75.7,14.350000000000001,75.75
15.700000000000001_76.7,15.700000000000001,76.7,15.750000000000002,76.75
10.600000000000001_76.60000000000001,10.600000000000001,76.60000000000001,10.650000000000002,76.65
9.0_77.2,9.0,77.2,9.05,77.25
9.9_75.9,9.9,75.9,9.950000000000001,75.95
15.8_74.2,15.8,74.2,15.850000000000001,74.25
16.900000000000002_73.7,16.900000000000002,73.7,16.950000000000003,73.75
13.8_74.7,13.8,74.7,13.850000000000001,74.75
16.6_74.3,16.6,74.3,16.650000000000002,74.35
16.6_73.8,16.6,73.8,16.650000000000002,73.85
10.100000000000001_77.2,10.100000000000001,77.2,10.150000000000002,77.25
16.5_73.8,16.5,73.8,16.55,73.85
10.700000000000001_76.5,10.700000000000001,76.5,10.750000000000002,76.55
16.3_73.9,16.3,73.9,16.35,73.95
11.200000000000001_76.5,11.200000000000001,76.5,11.250000000000002,76.55
11.600000000000001_75.7,11.600000000000001,75.7,11.650000000000002,75.75
16.7_74.10000000000001,16.7,74.10000000000001,16.75,74.15
14.100000000000001_75.5,14.100000000000001,75.5,14.150000000000002,75.55
15.600000000000001_73.60000000000001,15.600000000000001,73.60000000000001,15.650000000000002,73.65
16.2_73.60000000000001,16.2,73.60000000000001,16.25,73.65
17.2_74.2,17.2,74.2,17.25,74.25
10.0_76.80000000000001,10.0,76.80000000000001,10.05,76.85000000000001
14.5_74.5,14.5,74.5,14.55,74.55
16.6_73.7,16.6,73.7,16.650000000000002,73.75
12.600000000000001_76.0,12.600000000000001,76.0,12.650000000000002,76.05
12.0_77.10000000000001,12.0,77.10000000000001,12.05,77.15
15.5_74.3,15.5,74.3,15.55,74.35
11.0_75.8,11.0,75.8,11.05,75.85
10.3_77.2,10.3,77.2,10.350000000000001,77.25
16.8_73.3,16.8,73.3,16.85,73.35
16.0_73.8,16.0,73.8,16.05,73.85
16.5_73.3,16.5,73.3,16.55,73.35
12.9_77.0,12.9,77.0,12.950000000000001,77.05
13.3_75.60000000000001,13.3,75.60000000000001,13.350000000000001,75.65
11.3_76.80000000000001,11.3,76.80000000000001,11.350000000000001,76.85000000000001
13.200000000000001_75.0,13.200000000000001,75.0,13.250000000000002,75.05
14.3_74.4,14.3,74.4,14.350000000000001,74.45
10.200000000000001_76.5,10.200000000000001,76.5,10.250000000000002,76.55
12.0_75.60000000000001,12.0,75.60000000000001,12.05,75.65
9.5_76.7,9.5,76.7,9.55,76.75
12.9_75.8,12.9,75.8,12.950000000000001,75.85
9.8_76.7,9.8,76.7,9.850000000000001,76.75
13.700000000000001_75.10000000000001,13.700000000000001,75.10000000000001,13.750000000000002,75.15
14.100000000000001_74.5,14.100000000000001,74.5,14.150000000000002,74.55
15.3_74.3,15.3,74.3,15.350000000000001,74.35
14.600000000000001_74.60000000000001,14.600000000000001,74.60000000000001,14.650000000000002,74.65
11.100000000000001_76.3,11.100000000000001,76.3,11.150000000000002,76.35
13.3_76.9,13.3,76.9,13.350000000000001,76.95
15.5_74.2,15.5,74.2,15.55,74.25
15.100000000000001_74.60000000000001,15.100000000000001,74.60000000000001,15.150000000000002,74.65
12.700000000000001_75.2,12.700000000000001,75.2,12.750000000000002,75.25
14.100000000000001_74.9,14.100000000000001,74.9,14.150000000000002,74.95
14.200000000000001_74.60000000000001,14.200000000000001,74.60000000000001,14.250000000000002,74.65
14.8_74.4,14.8,74.4,14.850000000000001,74.45
14.3_74.5,14.3,74.5,14.350000000000001,74.55
14.4_74.7,14.4,74.7,14.450000000000001,74.75
14.5_74.60000000000001,14.5,74.60000000000001,14.55,74.65
12.600000000000001_75.60000000000001,12.600000000000001,75.60000000000001,12.650000000000002,75.65
12.600000000000001_75.8,12.600000000000001,75.8,12.650000000000002,75.85
8.700000000000001_76.7,8.700000000000001,76.7,8.750000000000002,76.75
12.5_74.9,12.5,74.9,12.55,74.95
12.4_75.10000000000001,12.4,75.10000000000001,12.450000000000001,75.15
15.4_73.7,15.4,73.7,15.450000000000001,73.75
10.5_77.2,10.5,77.2,10.55,77.25
10.9_75.8,10.9,75.8,10.950000000000001,75.85
13.4_74.7,13.4,74.7,13.450000000000001,74.75
8.6_77.5,8.6,77.5,8.65,77.55
11.600000000000001_75.5,11.600000000000001,75.5,11.650000000000002,75.55
11.100000000000001_76.0,11.100000000000001,76.0,11.150000000000002,76.05
8.700000000000001_77.4,8.700000000000001,77.4,8.750000000000002,77.45
10.100000000000001_76.10000000000001,10.100000000000001,76.10000000000001,10.150000000000002,76.15
13.9_75.5,13.9,75.5,13.950000000000001,75.55
13.600000000000001_75.10000000000001,13.600000000000001,75.10000000000001,13.650000000000002,75.15
8.9_77.10000000000001,8.9,77.10000000000001,8.950000000000001,77.15
13.700000000000001_75.0,13.700000000000001,75.0,13.750000000000002,75.05
11.4_75.60000000000001,11.4,75.60000000000001,11.450000000000001,75.65
12.600000000000001_75.10000000000001,12.600000000000001,75.10000000000001,12.650000000000002,75.15
12.5_77.0,12.5,77.0,12.55,77.05
10.4_76.5,10.4,76.5,10.450000000000001,76.55
16.2_73.5,16.2,73.5,16.25,73.55
12.4_75.8,12.4,75.8,12.450000000000001,75.85
10.8_76.10000000000001,10.8,76.10000000000001,10.850000000000001,76.15
14.9_74.2,14.9,74.2,14.950000000000001,74.25
16.900000000000002_73.3,16.900000000000002,73.3,16.950000000000003,73.35
15.100000000000001_74.7,15.100000000000001,74.7,15.150000000000002,74.75
15.8_73.8,15.8,73.8,15.850000000000001,73.85
11.3_76.3,11.3,76.3,11.350000000000001,76.35
12.0_75.4,12.0,75.4,12.05,75.45
10.600000000000001_76.2,10.600000000000001,76.2,10.650000000000002,76.25
9.4_77.0,9.4,77.0,9.450000000000001,77.05
15.3_75.10000000000001,15.3,75.10000000000001,15.350000000000001,75.15
10.700000000000001_76.10000000000001,10.700000000000001,76.10000000000001,10.750000000000002,76.15
11.5_75.60000000000001,11.5,75.60000000000001,11.55,75.65
11.8_75.60000000000001,11.8,75.60000000000001,11.850000000000001,75.65
12.4_74.9,12.4,74.9,12.450000000000001,74.95
10.200000000000001_77.10000000000001,10.200000000000001,77.10000000000001,10.250000000000002,77.15
15.0_74.5,15.0,74.5,15.05,74.55
13.0_75.2,13.0,75.2,13.05,75.25
14.3_76.5,14.3,76.5,14.350000000000001,76.55
8.4_77.60000000000001,8.4,77.60000000000001,8.450000000000001,77.65
13.8_74.8,13.8,74.8,13.850000000000001,74.85
12.4_75.9,12.4,75.9,12.450000000000001,75.95
9.0_77.10000000000001,9.0,77.10000000000001,9.05,77.15
14.9_74.3,14.9,74.3,14.950000000000001,74.35
14.9_74.5,14.9,74.5,14.950000000000001,74.55
13.200000000000001_75.2,13.200000000000001,75.2,13.250000000000002,75.25
15.700000000000001_74.10000000000001,15.700000000000001,74.10000000000001,15.750000000000002,74.15
10.600000000000001_77.2,10.600000000000001,77.2,10.650000000000002,77.25
10.4_77.10000000000001,10.4,77.10000000000001,10.450000000000001,77.15
9.5_77.4,9.5,77.4,9.55,77.45
9.4_77.30000000000001,9.4,77.30000000000001,9.450000000000001,77.35000000000001
15.100000000000001_75.2,15.100000000000001,75.2,15.150000000000002,75.25
8.9_77.0,8.9,77.0,8.950000000000001,77.05
9.700000000000001_76.4,9.700000000000001,76.4,9.750000000000002,76.45
15.100000000000001_74.3,15.100000000000001,74.3,15.150000000000002,74.35
10.4_76.7,10.4,76.7,10.450000000000001,76.75
12.8_75.5,12.8,75.5,12.850000000000001,75.55
13.100000000000001_75.7,13.100000000000001,75.7,13.150000000000002,75.75
10.3_76.7,10.3,76.7,10.350000000000001,76.75
13.600000000000001_75.3,13.600000000000001,75.3,13.650000000000002,75.35
12.5_75.10000000000001,12.5,75.10000000000001,12.55,75.15
15.5_74.10000000000001,15.5,74.10000000000001,15.55,74.15
13.200000000000001_75.3,13.200000000000001,75.3,13.250000000000002,75.35
10.200000000000001_77.30000000000001,10.200000000000001,77.30000000000001,10.250000000000002,77.35000000000001
16.7_73.3,16.7,73.3,16.75,73.35
14.0_74.7,14.0,74.7,14.05,74.75
13.600000000000001_75.4,13.600000000000001,75.4,13.650000000000002,75.45
14.200000000000001_74.7,14.200000000000001,74.7,14.250000000000002,74.75
15.4_74.3,15.4,74.3,15.450000000000001,74.35
13.700000000000001_75.60000000000001,13.700000000000001,75.60000000000001,13.750000000000002,75.65
14.0_74.9,14.0,74.9,14.05,74.95
11.4_76.9,11.4,76.9,11.450000000000001,76.95
14.4_75.9,14.4,75.9,14.450000000000001,75.95
14.8_74.3,14.8,74.3,14.850000000000001,74.35
15.3_74.5,15.3,74.5,15.350000000000001,74.55
14.5_74.4,14.5,74.4,14.55,74.45
11.200000000000001_76.10000000000001,11.200000000000001,76.10000000000001,11.250000000000002,76.15
12.0_75.7,12.0,75.7,12.05,75.75
14.600000000000001_74.9,14.600000000000001,74.9,14.650000000000002,74.95
12.3_75.5,12.3,75.5,12.350000000000001,75.55
11.5_76.4,11.5,76.4,11.55,76.45
13.3_75.3,13.3,75.3,13.350000000000001,75.35
13.4_75.60000000000001,13.4,75.60000000000001,13.450000000000001,75.65
13.9_74.8,13.9,74.8,13.950000000000001,74.85
12.700000000000001_75.4,12.700000000000001,75.4,12.750000000000002,75.45
16.2_74.9,16.2,74.9,16.25,74.95
9.3_77.10000000000001,9.3,77.10000000000001,9.350000000000001,77.15
14.100000000000001_75.0,14.100000000000001,75.0,14.150000000000002,75.05
16.6_75.3,16.6,75.3,16.650000000000002,75.35
14.5_74.9,14.5,74.9,14.55,74.95
12.0_75.9,12.0,75.9,12.05,75.95
15.100000000000001_74.5,15.100000000000001,74.5,15.150000000000002,74.55
12.3_76.2,12.3,76.2,12.350000000000001,76.25
11.9_76.10000000000001,11.9,76.10000000000001,11.950000000000001,76.15
12.100000000000001_76.5,12.100000000000001,76.5,12.150000000000002,76.55
9.8_77.0,9.8,77.0,9.850000000000001,77.05
16.7_73.8,16.7,73.8,16.75,73.85
13.3_75.10000000000001,13.3,75.10000000000001,13.350000000000001,75.15
16.3_73.8,16.3,73.8,16.35,73.85
16.5_73.5,16.5,73.5,16.55,73.55
8.200000000000001_77.60000000000001,8.200000000000001,77.60000000000001,8.250000000000002,77.65
9.4_76.60000000000001,9.4,76.60000000000001,9.450000000000001,76.65
11.100000000000001_76.10000000000001,11.100000000000001,76.10000000000001,11.150000000000002,76.15
8.700000000000001_77.30000000000001,8.700000000000001,77.30000000000001,8.750000000000002,77.35000000000001
9.0_76.9,9.0,76.9,9.05,76.95
14.200000000000001_74.5,14.200000000000001,74.5,14.250000000000002,74.55
16.3_75.0,16.3,75.0,16.35,75.05
13.100000000000001_75.8,13.100000000000001,75.8,13.150000000000002,75.85
10.9_76.7,10.9,76.7,10.950000000000001,76.75
8.6_76.80000000000001,8.6,76.80000000000001,8.65,76.85000000000001
15.3_74.8,15.3,74.8,15.350000000000001,74.85
10.200000000000001_77.2,10.200000000000001,77.2,10.250000000000002,77.25
17.1_73.7,17.1,73.7,17.150000000000002,73.75
17.2_73.7,17.2,73.7,17.25,73.75
16.0_74.0,16.0,74.0,16.05,74.05
14.700000000000001_74.8,14.700000000000001,74.8,14.750000000000002,74.85
17.2_73.8,17.2,73.8,17.25,73.85
12.600000000000001_75.5,12.600000000000001,75.5,12.650000000000002,75.55
11.8_77.10000000000001,11.8,77.10000000000001,11.850000000000001,77.15
16.2_73.7,16.2,73.7,16.25,73.75
16.7_73.7,16.7,73.7,16.75,73.75
16.0_73.5,16.0,73.5,16.05,73.55
12.8_75.8,12.8,75.8,12.850000000000001,75.85
8.6_76.9,8.6,76.9,8.65,76.95
15.4_76.80000000000001,15.4,76.80000000000001,15.450000000000001,76.85000000000001
14.3_76.7,14.3,76.7,14.350000000000001,76.75
9.700000000000001_76.7,9.700000000000001,76.7,9.750000000000002,76.75
14.5_75.8,14.5,75.8,14.55,75.85
15.3_76.10000000000001,15.3,76.10000000000001,15.350000000000001,76.15
13.600000000000001_75.0,13.600000000000001,75.0,13.650000000000002,75.05
14.8_74.5,14.8,74.5,14.850000000000001,74.55
15.600000000000001_73.9,15.600000000000001,73.9,15.650000000000002,73.95
9.700000000000001_77.2,9.700000000000001,77.2,9.750000000000002,77.25
9.9_77.0,9.9,77.0,9.950000000000001,77.05
13.0_74.8,13.0,74.8,13.05,74.85
16.5_73.7,16.5,73.7,16.55,73.75
13.0_74.7,13.0,74.7,13.05,74.75
9.1_76.5,9.1,76.5,9.15,76.55
14.3_76.0,14.3,76.0,14.350000000000001,76.05
8.3_76.9,8.3,76.9,8.350000000000001,76.95
8.6_77.0,8.6,77.0,8.65,77.05
15.200000000000001_74.7,15.200000000000001,74.7,15.250000000000002,74.75
10.200000000000001_76.10000000000001,10.200000000000001,76.10000000000001,10.250000000000002,76.15
10.8_76.5,10.8,76.5,10.850000000000001,76.55
8.8_77.10000000000001,8.8,77.10000000000001,8.850000000000001,77.15
13.100000000000001_75.10000000000001,13.100000000000001,75.10000000000001,13.150000000000002,75.15
17.5_75.0,17.5,75.0,17.55,75.05
16.3_76.10000000000001,16.3,76.10000000000001,16.35,76.15
9.4_76.5,9.4,76.5,9.450000000000001,76.55
13.9_74.7,13.9,74.7,13.950000000000001,74.75
14.4_74.60000000000001,14.4,74.60000000000001,14.450000000000001,74.65
13.700000000000001_74.7,13.700000000000001,74.7,13.750000000000002,74.75
16.1_73.9,16.1,73.9,16.150000000000002,73.95
8.200000000000001_77.2,8.200000000000001,77.2,8.250000000000002,77.25
11.3_76.2,11.3,76.2,11.350000000000001,76.25
11.100000000000001_77.30000000000001,11.100000000000001,77.30000000000001,11.150000000000002,77.35000000000001
8.200000000000001_77.4,8.200000000000001,77.4,8.250000000000002,77.45
12.3_75.4,12.3,75.4,12.350000000000001,75.45
10.0_77.4,10.0,77.4,10.05,77.45
16.8_75.8,16.8,75.8,16.85,75.85
13.9_75.2,13.9,75.2,13.950000000000001,75.25
12.5_75.60000000000001,12.5,75.60000000000001,12.55,75.65
14.600000000000001_74.7,14.600000000000001,74.7,14.650000000000002,74.75
14.200000000000001_75.0,14.200000000000001,75.0,14.250000000000002,75.05
9.600000000000001_76.7,9.600000000000001,76.7,9.650000000000002,76.75
13.700000000000001_75.8,13.700000000000001,75.8,13.750000000000002,75.85
13.8_75.0,13.8,75.0,13.850000000000001,75.05
11.5_76.9,11.5,76.9,11.55,76.95
11.200000000000001_76.9,11.200000000000001,76.9,11.250000000000002,76.95
9.9_77.2,9.9,77.2,9.950000000000001,77.25
14.600000000000001_74.3,14.600000000000001,74.3,14.650000000000002,74.35
16.0_73.9,16.0,73.9,16.05,73.95
10.200000000000001_76.9,10.200000000000001,76.9,10.250000000000002,76.95
14.600000000000001_75.7,14.600000000000001,75.7,14.650000000000002,75.75
15.200000000000001_74.3,15.200000000000001,74.3,15.250000000000002,74.35
10.700000000000001_76.0,10.700000000000001,76.0,10.750000000000002,76.05
10.100000000000001_77.4,10.100000000000001,77.4,10.150000000000002,77.45
14.3_74.7,14.3,74.7,14.350000000000001,74.75
10.8_76.9,10.8,76.9,10.850000000000001,76.95
14.700000000000001_74.10000000000001,14.700000000000001,74.10000000000001,14.750000000000002,74.15
12.3_76.3,12.3,76.3,12.350000000000001,76.35
16.6_73.5,16.6,73.5,16.650000000000002,73.55
17.1_73.5,17.1,73.5,17.150000000000002,73.55
11.0_76.0,11.0,76.0,11.05,76.05
9.5_77.30000000000001,9.5,77.30000000000001,9.55,77.35000000000001
